question_id,module,category,item,item_image_filename,difficulty_label,question_type,presented_at_iso,response_at_iso,response_time_seconds,user_answer,correct_answer,correct,cue_given,cue_type,cue_stage,cue_wait_seconds,hint_count,session_id,user_id,therapist_assigned_level,device_type,created_at_iso
Q_00027,writing,clothing,shoe,clothing/shoe.png,easy,word_completion,2024-08-11T17:45:00,2024-08-11T17:45:04.010000,4.01,shoe,shoe,1,0,,0,,0,SESS_USER_021_001,USER_021,2,mobile,2024-08-11T17:45:05.456692
Q_00028,comprehension,food,fish,food/fish.png,hard,category_sorting,2024-06-18T08:20:34,2024-06-18T08:21:04.070000,30.07,soup,fish,0,1,phonemic,3,39.27,3,SESS_USER_035_001,USER_035,3,mobile,2024-06-18T08:21:05.133533
Q_00029,writing,animals,pig,animals/pig.png,easy,word_completion,2024-05-31T16:22:02,2024-05-31T16:22:07.580000,5.58,pig,pig,1,0,,0,,0,SESS_USER_045_001,USER_045,4,mobile,2024-05-31T16:22:08.849478
Q_00030,comprehension,body_parts,finger,body_parts/finger.png,hard,category_sorting,2024-03-25T12:47:37,2024-03-25T12:48:02.180000,25.18,finger,finger,1,1,modeling,5,38.37,3,SESS_USER_036_001,USER_036,1,mobile,2024-03-25T12:48:03.563692
Q_00031,writing,clothing,scarf,clothing/scarf.png,easy,spelling_choice,2024-03-27T18:20:02,2024-03-27T18:20:11.760000,9.76,scarf,scarf,1,1,modeling,2,42.0,1,SESS_USER_048_001,USER_048,4,web,2024-03-27T18:20:11.906408
Q_00032,comprehension,food,milk,food/milk.png,hard,yes_no_question,2024-11-08T22:04:33,2024-11-08T22:06:04.160000,91.16,milk,milk,1,1,phonemic,5,15.69,4,SESS_USER_031_001,USER_031,3,mobile,2024-11-08T22:06:04.540386
Q_00033,writing,animals,sheep,animals/sheep.png,easy,fill_in_blank,2024-02-24T20:43:07,2024-02-24T20:43:14.940000,7.94,sheep,sheep,1,0,,0,,0,SESS_USER_049_001,USER_049,1,web,2024-02-24T20:43:15.135415
Q_00034,comprehension,body_parts,neck,body_parts/neck.png,hard,category_sorting,2024-08-21T11:07:39,2024-08-21T11:07:46.950000,7.95,chest,neck,0,0,,0,,0,SESS_USER_008_001,USER_008,5,mobile,2024-08-21T11:07:48.598512
Q_00035,writing,clothing,sock,clothing/sock.png,easy,word_completion,2024-03-25T12:50:10,2024-03-25T12:50:23.100000,13.1,sock,sock,1,0,,0,,0,SESS_USER_036_001,USER_036,1,mobile,2024-03-25T12:50:23.726892
Q_00036,comprehension,food,soup,food/soup.png,hard,word_to_pic,2024-11-16T11:34:35,2024-11-16T11:34:42.210000,7.21,soup,soup,1,0,,0,,0,SESS_USER_032_001,USER_032,3,web,2024-11-16T11:34:42.917448
Q_00037,writing,animals,rabbit,animals/rabbit.png,easy,fill_in_blank,2024-09-17T15:23:06,2024-09-17T15:23:15.070000,9.07,rabbit,rabbit,1,0,,0,,0,SESS_USER_009_001,USER_009,1,mobile,2024-09-17T15:23:15.798675
Q_00038,comprehension,body_parts,shoulder,body_parts/shoulder.png,hard,yes_no_question,2024-07-25T19:39:30,2024-07-25T19:39:34.630000,4.63,tooth,shoulder,0,0,,0,,0,SESS_USER_004_001,USER_004,2,mobile,2024-07-25T19:39:36.357791
Q_00039,writing,clothing,scarf,clothing/scarf.png,easy,word_completion,2024-02-27T10:15:06,2024-02-27T10:15:09.610000,3.61,vest,scarf,0,0,,0,,0,SESS_USER_001_001,USER_001,1,web,2024-02-27T10:15:10.732619
Q_00040,comprehension,food,banana,food/banana.png,hard,yes_no_question,2024-04-24T09:01:37,2024-04-24T09:02:04.010000,27.01,water,banana,0,1,spelling,3,41.79,2,SESS_USER_015_001,USER_015,2,mobile,2024-04-24T09:02:05.857129
Q_00041,writing,animals,dog,animals/dog.png,easy,pic_to_word,2024-01-31T10:44:07,2024-01-31T10:44:19.460000,12.46,dog,dog,1,0,,0,,0,SESS_USER_026_001,USER_026,5,web,2024-01-31T10:44:19.905285
Q_00042,comprehension,body_parts,toe,body_parts/toe.png,hard,category_sorting,2024-08-11T17:52:36,2024-08-11T17:52:52.620000,16.62,toe,toe,1,0,,0,,0,SESS_USER_021_001,USER_021,2,mobile,2024-08-11T17:52:53.199316
Q_00043,writing,clothing,coat,clothing/coat.png,easy,pic_to_word,2024-10-03T08:43:00,2024-10-03T08:43:07.460000,7.46,coat,coat,1,0,,0,,0,SESS_USER_002_001,USER_002,1,web,2024-10-03T08:43:09.364262
Q_00044,comprehension,food,cheese,food/cheese.png,hard,sentence_matching,2024-10-03T08:43:35,2024-10-03T08:44:00.040000,25.04,egg,cheese,0,1,functional,5,57.13,4,SESS_USER_002_001,USER_002,1,web,2024-10-03T08:44:00.458799
Q_00045,writing,animals,fish,animals/fish.png,easy,pic_to_word,2024-03-31T22:48:06,2024-03-31T22:48:09.290000,3.29,fish,fish,1,0,,0,,0,SESS_USER_011_001,USER_011,4,web,2024-03-31T22:48:10.143643
Q_00046,comprehension,body_parts,nose,body_parts/nose.png,hard,word_to_pic,2024-01-17T21:43:40,2024-01-17T21:43:49.740000,9.74,nose,nose,1,0,,0,,0,SESS_USER_005_001,USER_005,2,mobile,2024-01-17T21:43:50.980782
Q_00047,writing,clothing,shorts,clothing/shorts.png,easy,spelling_choice,2024-01-22T13:57:01,2024-01-22T13:57:13.890000,12.89,shorts,shorts,1,1,phonemic,3,5.7,2,SESS_USER_037_001,USER_037,1,web,2024-01-22T13:57:14.813694
Q_00048,comprehension,food,meat,food/meat.png,hard,category_sorting,2024-12-28T10:50:37,2024-12-28T10:51:05.280000,28.28,juice,meat,0,0,,0,,0,SESS_USER_030_001,USER_030,4,mobile,2024-12-28T10:51:06.263260
Q_00049,writing,animals,bird,animals/bird.png,easy,spelling_choice,2024-10-17T09:29:07,2024-10-17T09:29:16.830000,9.83,bird,bird,1,0,,0,,0,SESS_USER_016_001,USER_016,2,web,2024-10-17T09:29:18.012714
Q_00050,comprehension,body_parts,toe,body_parts/toe.png,hard,sentence_matching,2024-01-15T16:18:34,2024-01-15T16:18:46.500000,12.5,chest,toe,0,1,written_initial,7,19.21,3,SESS_USER_022_001,USER_022,5,mobile,2024-01-15T16:18:47.656003
Q_00051,writing,clothing,boot,clothing/boot.png,easy,fill_in_blank,2024-10-17T09:30:07,2024-10-17T09:30:16.720000,9.72,boot,boot,1,0,,0,,0,SESS_USER_016_001,USER_016,2,web,2024-10-17T09:30:17.671532
Q_00052,comprehension,food,cheese,food/cheese.png,hard,category_sorting,2024-04-23T15:09:38,2024-04-23T15:09:49.910000,11.91,cheese,cheese,1,0,,0,,0,SESS_USER_019_001,USER_019,1,web,2024-04-23T15:09:51.018752
Q_00053,writing,animals,bear,animals/bear.png,easy,word_completion,2024-03-27T18:31:08,2024-03-27T18:31:17.330000,9.33,bear,bear,1,1,written_initial,2,11.64,1,SESS_USER_048_001,USER_048,4,web,2024-03-27T18:31:19.236667
Q_00054,comprehension,body_parts,back,body_parts/back.png,hard,category_sorting,2024-05-31T11:29:38,2024-05-31T11:29:59.650000,21.65,leg,back,0,0,,0,,0,SESS_USER_013_001,USER_013,1,web,2024-05-31T11:30:00.883902
Q_00055,writing,clothing,sock,clothing/sock.png,easy,spelling_choice,2024-04-23T15:11:02,2024-04-23T15:11:27.990000,25.99,sock,sock,1,1,sentence_completion,2,20.09,1,SESS_USER_019_001,USER_019,1,web,2024-04-23T15:11:29.301952
Q_00056,comprehension,food,water,food/water.png,hard,category_sorting,2024-12-03T14:49:37,2024-12-03T14:50:18.960000,41.96,water,water,1,1,spelling,3,15.14,1,SESS_USER_007_001,USER_007,1,web,2024-12-03T14:50:19.276766
Q_00057,writing,animals,cat,animals/cat.png,easy,fill_in_blank,2024-11-16T11:45:06,2024-11-16T11:45:16.270000,10.27,cat,cat,1,1,sentence_completion,3,9.68,1,SESS_USER_032_001,USER_032,3,web,2024-11-16T11:45:17.522004
Q_00058,comprehension,body_parts,elbow,body_parts/elbow.png,hard,yes_no_question,2024-04-24T09:10:39,2024-04-24T09:10:51.460000,12.46,elbow,elbow,1,0,,0,,0,SESS_USER_015_001,USER_015,2,mobile,2024-04-24T09:10:53.441059
Q_00059,writing,clothing,shoe,clothing/shoe.png,easy,fill_in_blank,2024-02-11T15:11:01,2024-02-11T15:11:10.760000,9.76,shoe,shoe,1,0,,0,,0,SESS_USER_040_001,USER_040,3,web,2024-02-11T15:11:11.158408
Q_00060,comprehension,food,chicken,food/chicken.png,hard,yes_no_question,2024-01-17T21:50:30,2024-01-17T21:50:56.930000,26.93,orange,chicken,0,0,,0,,0,SESS_USER_005_001,USER_005,2,mobile,2024-01-17T21:50:57.469805
Q_00061,writing,animals,sheep,animals/sheep.png,easy,spelling_choice,2024-12-28T10:57:10,2024-12-28T10:57:16,6.0,sheep,sheep,1,0,,0,,0,SESS_USER_030_001,USER_030,4,mobile,2024-12-28T10:57:17.627421
Q_00062,comprehension,body_parts,head,body_parts/head.png,hard,category_sorting,2024-08-21T11:21:32,2024-08-21T11:21:45.420000,13.42,head,head,1,0,,0,,0,SESS_USER_008_001,USER_008,5,mobile,2024-08-21T11:21:47.025994
Q_00063,writing,clothing,sweater,clothing/sweater.png,easy,pic_to_word,2024-01-22T14:05:06,2024-01-22T14:05:10.120000,4.12,sweater,sweater,1,0,,0,,0,SESS_USER_037_001,USER_037,1,web,2024-01-22T14:05:12.011085
Q_00064,comprehension,food,juice,food/juice.png,hard,word_to_pic,2024-11-16T11:48:39,2024-11-16T11:48:46.320000,7.32,milk,juice,0,0,,0,,0,SESS_USER_032_001,USER_032,3,web,2024-11-16T11:48:46.895699
Q_00065,writing,animals,lion,animals/lion.png,easy,pic_to_word,2024-10-21T17:33:08,2024-10-21T17:33:21.030000,13.03,lion,lion,1,0,,0,,0,SESS_USER_044_001,USER_044,1,mobile,2024-10-21T17:33:22.367868
Q_00066,comprehension,body_parts,back,body_parts/back.png,hard,word_to_pic,2024-08-11T19:24:35,2024-08-11T19:25:29.150000,54.15,stomach,back,0,1,spelling,3,22.66,1,SESS_USER_038_001,USER_038,4,mobile,2024-08-11T19:25:30.032126
Q_00067,writing,clothing,cap,clothing/cap.png,easy,pic_to_word,2024-01-31T10:57:05,2024-01-31T10:57:12.660000,7.66,cap,cap,1,0,,0,,0,SESS_USER_026_001,USER_026,5,web,2024-01-31T10:57:12.980251
Q_00068,comprehension,food,cookie,food/cookie.png,hard,yes_no_question,2024-01-01T19:28:30,2024-01-01T19:29:24.780000,54.78,water,cookie,0,1,rhyming,5,24.9,4,SESS_USER_033_001,USER_033,2,web,2024-01-01T19:29:25.266761
Q_00069,writing,animals,frog,animals/frog.png,easy,pic_to_word,2024-04-23T15:18:00,2024-04-23T15:18:28.570000,28.57,frog,frog,1,1,phonemic,5,48.96,2,SESS_USER_019_001,USER_019,1,web,2024-04-23T15:18:29.719278
Q_00070,comprehension,body_parts,leg,body_parts/leg.png,hard,sentence_matching,2024-08-21T11:25:37,2024-08-21T11:25:53.300000,16.3,leg,leg,1,1,phonemic,3,32.99,2,SESS_USER_008_001,USER_008,5,mobile,2024-08-21T11:25:55.262465
Q_00071,writing,clothing,jacket,clothing/jacket.png,easy,fill_in_blank,2024-03-25T13:08:06,2024-03-25T13:08:15.940000,9.94,jacket,jacket,1,0,,0,,0,SESS_USER_036_001,USER_036,1,mobile,2024-03-25T13:08:16.685763
Q_00072,comprehension,food,orange,food/orange.png,hard,category_sorting,2024-05-24T17:48:40,2024-05-24T17:49:17.750000,37.75,rice,orange,0,0,,0,,0,SESS_USER_018_001,USER_018,5,mobile,2024-05-24T17:49:18.780317
Q_00073,writing,animals,turtle,animals/turtle.png,easy,word_completion,2024-11-08T22:25:03,2024-11-08T22:25:10.830000,7.83,turtle,turtle,1,0,,0,,0,SESS_USER_031_001,USER_031,3,mobile,2024-11-08T22:25:12.793472
Q_00074,comprehension,body_parts,shoulder,body_parts/shoulder.png,hard,word_to_pic,2024-04-29T22:25:40,2024-04-29T22:27:04.380000,84.38,shoulder,shoulder,1,1,spelling,6,55.24,4,SESS_USER_025_001,USER_025,4,web,2024-04-29T22:27:05.985548
Q_00075,writing,clothing,sandal,clothing/sandal.png,easy,spelling_choice,2024-09-10T08:45:07,2024-09-10T08:45:09,2.0,sweater,sandal,0,0,,0,,0,SESS_USER_010_001,USER_010,5,mobile,2024-09-10T08:45:09.289452
Q_00076,comprehension,food,rice,food/rice.png,hard,word_to_pic,2024-09-10T08:45:35,2024-09-10T08:46:14.300000,39.3,water,rice,0,1,written_initial,3,39.28,2,SESS_USER_010_001,USER_010,5,mobile,2024-09-10T08:46:16.019449
Q_00077,writing,animals,frog,animals/frog.png,easy,pic_to_word,2024-08-11T18:10:10,2024-08-11T18:10:18.430000,8.43,frog,frog,1,0,,0,,0,SESS_USER_021_001,USER_021,2,mobile,2024-08-11T18:10:20.279765
Q_00078,comprehension,body_parts,leg,body_parts/leg.png,hard,yes_no_question,2024-05-21T08:38:35,2024-05-21T08:38:50.040000,15.04,leg,leg,1,1,written_initial,1,7.53,1,SESS_USER_028_001,USER_028,1,web,2024-05-21T08:38:50.958305
Q_00079,writing,clothing,sock,clothing/sock.png,easy,fill_in_blank,2024-10-16T19:29:09,2024-10-16T19:29:39.640000,30.64,sock,sock,1,1,sentence_completion,7,26.04,6,SESS_USER_027_001,USER_027,3,mobile,2024-10-16T19:29:40.011924
Q_00080,comprehension,food,apple,food/apple.png,hard,yes_no_question,2024-10-10T21:39:32,2024-10-10T21:39:36.550000,4.55,tomato,apple,0,0,,0,,0,SESS_USER_017_001,USER_017,5,web,2024-10-10T21:39:36.790338
Q_00081,writing,animals,chicken,animals/chicken.png,easy,spelling_choice,2024-08-05T19:56:05,2024-08-05T19:56:30.420000,25.42,chicken,chicken,1,1,spelling,7,31.58,2,SESS_USER_041_001,USER_041,3,web,2024-08-05T19:56:31.612143
Q_00082,comprehension,body_parts,elbow,body_parts/elbow.png,hard,category_sorting,2024-10-03T09:02:37,2024-10-03T09:03:17.890000,40.89,finger,elbow,0,1,modeling,6,47.81,1,SESS_USER_002_001,USER_002,1,web,2024-10-03T09:03:19.572394
Q_00083,writing,clothing,tie,clothing/tie.png,easy,fill_in_blank,2024-04-24T09:23:10,2024-04-24T09:23:29.420000,19.42,tie,tie,1,0,,0,,0,SESS_USER_015_001,USER_015,2,mobile,2024-04-24T09:23:30.955597
Q_00084,comprehension,food,egg,food/egg.png,hard,word_to_pic,2024-10-21T17:42:34,2024-10-21T17:42:47.190000,13.19,egg,egg,1,1,spelling,1,36.88,1,SESS_USER_044_001,USER_044,1,mobile,2024-10-21T17:42:47.910766
Q_00085,writing,animals,turtle,animals/turtle.png,easy,spelling_choice,2024-05-31T11:45:02,2024-05-31T11:45:06.930000,4.93,frog,turtle,0,0,,0,,0,SESS_USER_013_001,USER_013,1,web,2024-05-31T11:45:07.518243
Q_00086,comprehension,body_parts,leg,body_parts/leg.png,hard,yes_no_question,2024-03-27T18:47:33,2024-03-27T18:47:44.100000,11.1,leg,leg,1,0,,0,,0,SESS_USER_048_001,USER_048,4,web,2024-03-27T18:47:45.834267
Q_00087,writing,clothing,cap,clothing/cap.png,easy,spelling_choice,2024-01-31T11:07:10,2024-01-31T11:07:29.050000,19.05,cap,cap,1,1,spelling,1,19.55,1,SESS_USER_026_001,USER_026,5,web,2024-01-31T11:07:30.573122
Q_00088,comprehension,food,potato,food/potato.png,hard,word_to_pic,2024-04-29T22:32:39,2024-04-29T22:32:57.270000,18.27,water,potato,0,0,,0,,0,SESS_USER_025_001,USER_025,4,web,2024-04-29T22:32:59.050046
Q_00089,writing,animals,bird,animals/bird.png,easy,word_completion,2024-02-11T15:26:06,2024-02-11T15:26:11.820000,5.82,bird,bird,1,0,,0,,0,SESS_USER_040_001,USER_040,3,web,2024-02-11T15:26:12.141684
Q_00090,comprehension,body_parts,leg,body_parts/leg.png,hard,sentence_matching,2024-06-04T15:51:37,2024-06-04T15:51:57.410000,20.41,leg,leg,1,0,,0,,0,SESS_USER_003_001,USER_003,3,web,2024-06-04T15:51:58.214922
Q_00091,writing,clothing,hat,clothing/hat.png,easy,word_completion,2024-08-11T19:37:09,2024-08-11T19:37:17.480000,8.48,scarf,hat,0,0,,0,,0,SESS_USER_038_001,USER_038,4,mobile,2024-08-11T19:37:18.355420
Q_00092,comprehension,food,soup,food/soup.png,hard,sentence_matching,2024-03-23T17:34:40,2024-03-23T17:35:06.820000,26.82,soup,soup,1,0,,0,,0,SESS_USER_024_001,USER_024,2,web,2024-03-23T17:35:07.617936
Q_00093,writing,animals,pig,animals/pig.png,easy,pic_to_word,2024-07-25T20:07:01,2024-07-25T20:07:06.250000,5.25,dog,pig,0,0,,0,,0,SESS_USER_004_001,USER_004,2,mobile,2024-07-25T20:07:07.609261
Q_00094,comprehension,body_parts,head,body_parts/head.png,hard,sentence_matching,2024-01-15T16:40:33,2024-01-15T16:40:57.650000,24.65,eye,head,0,1,modeling,5,16.39,2,SESS_USER_022_001,USER_022,5,mobile,2024-01-15T16:40:58.374263
Q_00095,writing,clothing,hat,clothing/hat.png,easy,fill_in_blank,2024-01-02T13:41:01,2024-01-02T13:41:07.320000,6.32,hat,hat,1,0,,0,,0,SESS_USER_039_001,USER_039,1,web,2024-01-02T13:41:08.676010
Q_00096,comprehension,food,cheese,food/cheese.png,hard,category_sorting,2024-02-27T10:43:31,2024-02-27T10:43:38.480000,7.48,tomato,cheese,0,1,written_initial,1,11.97,1,SESS_USER_001_001,USER_001,1,web,2024-02-27T10:43:39.484867
Q_00097,writing,animals,sheep,animals/sheep.png,easy,pic_to_word,2024-12-03T15:10:10,2024-12-03T15:10:19.560000,9.56,frog,sheep,0,0,,0,,0,SESS_USER_007_001,USER_007,1,web,2024-12-03T15:10:20.650757
Q_00098,comprehension,body_parts,back,body_parts/back.png,hard,yes_no_question,2024-10-03T09:10:31,2024-10-03T09:11:02.580000,31.58,back,back,1,1,functional,4,44.18,4,SESS_USER_002_001,USER_002,1,web,2024-10-03T09:11:03.292012
Q_00099,writing,clothing,vest,clothing/vest.png,easy,spelling_choice,2024-09-17T15:54:04,2024-09-17T15:54:12.020000,8.02,vest,vest,1,0,,0,,0,SESS_USER_009_001,USER_009,1,mobile,2024-09-17T15:54:12.982059
Q_00100,comprehension,food,egg,food/egg.png,hard,sentence_matching,2024-12-03T15:11:31,2024-12-03T15:11:54.460000,23.46,egg,egg,1,1,rhyming,4,23.64,4,SESS_USER_007_001,USER_007,1,web,2024-12-03T15:11:55.153842
Q_00101,writing,animals,horse,animals/horse.png,easy,word_completion,2024-10-10T21:50:05,2024-10-10T21:50:09.710000,4.71,horse,horse,1,1,modeling,1,10.13,1,SESS_USER_017_001,USER_017,5,web,2024-10-10T21:50:11.352362
Q_00102,comprehension,body_parts,chest,body_parts/chest.png,hard,category_sorting,2024-08-11T19:42:40,2024-08-11T19:42:51.650000,11.65,chest,chest,1,0,,0,,0,SESS_USER_038_001,USER_038,4,mobile,2024-08-11T19:42:53.538147
Q_00103,writing,clothing,scarf,clothing/scarf.png,easy,spelling_choice,2024-05-14T17:39:03,2024-05-14T17:39:09.510000,6.51,scarf,scarf,1,0,,0,,0,SESS_USER_047_001,USER_047,1,web,2024-05-14T17:39:09.903987
Q_00104,comprehension,food,cookie,food/cookie.png,hard,category_sorting,2024-12-03T15:13:39,2024-12-03T15:13:57.540000,18.54,water,cookie,0,1,written_initial,5,17.44,4,SESS_USER_007_001,USER_007,1,web,2024-12-03T15:13:58.805789
Q_00105,writing,animals,lion,animals/lion.png,easy,pic_to_word,2024-11-26T13:21:02,2024-11-26T13:21:28.330000,26.33,lion,lion,1,1,phonemic,7,21.99,3,SESS_USER_043_001,USER_043,3,web,2024-11-26T13:21:30.082739
Q_00106,comprehension,body_parts,hand,body_parts/hand.png,hard,word_to_pic,2024-01-31T11:16:36,2024-01-31T11:16:55.120000,19.12,hand,hand,1,0,,0,,0,SESS_USER_026_001,USER_026,5,web,2024-01-31T11:16:56.081927
Q_00107,writing,clothing,blouse,clothing/blouse.png,easy,pic_to_word,2024-06-15T21:29:09,2024-06-15T21:29:33.810000,24.81,blouse,blouse,1,0,,0,,0,SESS_USER_020_001,USER_020,5,mobile,2024-06-15T21:29:34.004549
Q_00108,comprehension,food,salad,food/salad.png,hard,yes_no_question,2024-09-21T16:00:34,2024-09-21T16:01:13.980000,39.98,salad,salad,1,1,rhyming,7,33.18,3,SESS_USER_029_001,USER_029,2,mobile,2024-09-21T16:01:15.368614
Q_00109,writing,animals,cat,animals/cat.png,easy,fill_in_blank,2024-01-05T19:46:00,2024-01-05T19:46:09.340000,9.34,cat,cat,1,0,,0,,0,SESS_USER_034_001,USER_034,2,mobile,2024-01-05T19:46:09.828404
Q_00110,comprehension,body_parts,toe,body_parts/toe.png,hard,word_to_pic,2024-02-24T21:21:33,2024-02-24T21:21:58.820000,25.82,toe,toe,1,1,phonemic,4,14.66,4,SESS_USER_049_001,USER_049,1,web,2024-02-24T21:21:59.870498
